snapshot_ts,system_id,listing_id,vehicle_id,commune,lat,lon,is_reserved,is_disabled,current_range_meters,vehicle_type_id,make,model,year,propulsion,pricing_plan_id,hourly_rate,daily_rate,rental_url
2026-09-18T00:04:17,paris,261942,YGA:Vehicle:641ce5abd12d,colombes,48.928352,2.238537,0,0,654545,YGA:VehicleType:641ce5abd12d,Citroen,Jumper,2011,combustion_diesel,YGA:PricingPlan:641ce5abd12d,8.0,70.0,https://fr.getaround.com/location-voiture/colombes/citroen-jumper-261942
2026-09-18T00:04:17,paris,284458,YGA:Vehicle:030514d2319a,paris,48.879673,2.350951,0,0,600000,YGA:VehicleType:030514d2319a,Fiat,Fiorino,2017,combustion,YGA:PricingPlan:030514d2319a,7.0,52.0,https://fr.getaround.com/location-voiture/paris/fiat-fiorino-284458
2026-09-18T00:04:17,paris,285756,YGA:Vehicle:d155fc4e4bec,paris,48.846066,2.307014,0,0,514285,YGA:VehicleType:d155fc4e4bec,Fiat,Fiorino,2017,combustion,YGA:PricingPlan:d155fc4e4bec,7.0,55.0,https://fr.getaround.com/location-voiture/paris/fiat-fiorino-285756
2026-09-18T00:04:17,paris,310794,YGA:Vehicle:cb6723814fac,paris,48.839813,2.251556,0,0,1028571,YGA:VehicleType:cb6723814fac,Renault,Trafic,2012,combustion_diesel,YGA:PricingPlan:cb6723814fac,10.0,74.0,https://fr.getaround.com/location-voiture/paris/renault-trafic-310794
2026-09-18T00:04:17,paris,319121,YGA:Vehicle:679ef20dc2bc,paris,48.839561,2.380247,0,0,760000,YGA:VehicleType:679ef20dc2bc,Volkswagen,Polo,2017,combustion,YGA:PricingPlan:679ef20dc2bc,6.0,45.0,https://fr.getaround.com/location-voiture/paris/volkswagen-polo-319121
2026-09-18T00:04:17,paris,366247,YGA:Vehicle:5c08900a4a57,boulogne-billancourt,48.830292,2.237212,0,0,890000,YGA:VehicleType:5c08900a4a57,Peugeot,2008,2018,combustion,YGA:PricingPlan:5c08900a4a57,6.0,47.0,https://fr.getaround.com/location-voiture/boulogne-billancourt/peugeot-2008-366247
2026-09-18T00:04:17,paris,399972,YGA:Vehicle:8c7d3285800c,nanterre,48.884827,2.216297,0,0,1260000,YGA:VehicleType:8c7d3285800c,Renault,Clio,2015,combustion_diesel,YGA:PricingPlan:8c7d3285800c,5.0,40.0,https://fr.getaround.com/location-voiture/nanterre/renault-clio-399972
2026-09-18T00:04:17,paris,438359,YGA:Vehicle:d1bcdaee1ae2,paris,48.866596,2.380868,0,0,1188000,YGA:VehicleType:d1bcdaee1ae2,Peugeot,Partner,2013,combustion_diesel,YGA:PricingPlan:d1bcdaee1ae2,6.0,49.0,https://fr.getaround.com/location-voiture/paris/peugeot-partner-438359
2026-09-18T00:04:17,paris,445323,YGA:Vehicle:352703135472,montreuil,48.854,2.426798,0,0,5760000,YGA:VehicleType:352703135472,Renault,Kangoo Express,2014,combustion_diesel,YGA:PricingPlan:352703135472,7.0,54.0,https://fr.getaround.com/location-voiture/montreuil/renault-kangoo-express-445323
2026-09-18T00:04:17,paris,473620,YGA:Vehicle:5c298265dba0,paris,48.853367,2.394739,0,0,400000,YGA:VehicleType:5c298265dba0,Dacia,Lodgy,2017,combustion,YGA:PricingPlan:5c298265dba0,5.0,37.0,https://fr.getaround.com/location-voiture/paris/dacia-lodgy-473620
2026-09-18T00:04:17,paris,475878,YGA:Vehicle:4bfb4bca2da9,colombes,48.928352,2.238537,0,0,1410000,YGA:VehicleType:4bfb4bca2da9,Renault,Master,2017,combustion_diesel,YGA:PricingPlan:4bfb4bca2da9,9.0,71.0,https://fr.getaround.com/location-voiture/colombes/renault-master-475878
2026-09-18T00:04:17,paris,554073,YGA:Vehicle:caaa4bd90240,paris,48.888428,2.389036,0,0,189000,YGA:VehicleType:caaa4bd90240,Renault,Clio,2016,combustion,YGA:PricingPlan:caaa4bd90240,5.0,35.0,https://fr.getaround.com/location-voiture/paris/renault-clio-554073
2026-09-18T00:04:17,paris,567074,YGA:Vehicle:6289b22f5716,neuilly-sur-seine,48.882866,2.271224,0,0,450000,YGA:VehicleType:6289b22f5716,Volkswagen,Polo,2016,combustion,YGA:PricingPlan:6289b22f5716,6.0,44.0,https://fr.getaround.com/location-voiture/neuilly-sur-seine/volkswagen-polo-567074
